,Food Name,GI,Serving Size,Carb Serving,GL
1099,"Dates, Dabbas variety",49,NaN,15,7
1100,"Dates, Deglet noir variety ",52,NaN,15,8
1101,"Dates, Fara'd variety ",54,NaN,15,8
1102,"Dates, H'mira variety ",48,NaN,15,7
1103,"Dates, Khalas (Rutab, soft early ripened) variety",47,NaN,15,7
1104,"Dates, Khalas variet",55,NaN,15,8
1105,"Dates, Khalas (Phoenix dactylifera L.)",55,NaN,15,8
1106,"Dates, Lulu variety",54,NaN,15,8
1107,"Dates, NS",68,NaN,15,10
1108,"Dates, Tinissine variety ",44,NaN,15,7
1109,"Dates, Ajwah cultivar, Tamer stage",60,NaN,15,9
1110,"Dates, Khalas (Tamer, sun dried stored in traditional Bedu manner) variety ",45,NaN,15,7
1111,"Dates, Khalas variety, dried and vacuum packed",36,NaN,15,5
1112,"Dates, Khudri cultivar, Tamer stage",62,NaN,15,9
1113,"Dates, Maktoomi cultivar, Tamer stage",71,NaN,15,11
1114,"Dates, Medjool cultivar, Tamer stage",55,NaN,15,8
1115,"Dates, Nabtat-ali cultivar, Tamer stage",60,NaN,15,9
1116,"Dates, Nabtat-seyf cultivar, Tamer stage",54,NaN,15,8
1117,"Dates, Osilah cultivar, Tamer stage",57,NaN,15,9
1118,"Dates, Rashodia cultivar, Tamer stage",51,NaN,15,8
1119,"Dates, Ruthana cultivar, Tamer stage",53,NaN,15,8
1120,"Dates, Sag'ai cultivar, Tamer stage",45,NaN,15,7
1121,"Dates, Sayer, dried, Trident™ brand",56,NaN,15,8
1122,"Dates, Sellaj cultivar, Tamer stage",75,NaN,15,11
1123,"Dates, Shaqra cultivar, Tamer stage",43,NaN,15,6
1124,"Dates, Shishi cultivar, Tamer stage",50,NaN,15,8
1125,"Dates, Sukkary cultivar, Tamer stage",43,NaN,15,6
1126,"Dates, Um-Kabar cultivar, Tamer stage",59,NaN,15,9
1127,"Dates, Wannanah cultivar, Tamer stage",51,NaN,15,8
1128,"Figs, dried, no added, sugar, organic, Turkish",54,NaN,15,8
1129,"Figs, dried, tenderized, Dessert Maid brand",61,NaN,15,9
1130,"Guava, raw, cut into bite size pieces",29,NaN,15,4
1131,"Guava, raw, puree",47,NaN,15,7
1132,"Grapes, Crimson seedless",50,NaN,15,8
1133,"Grapes, green, Menidee, seedless",54,NaN,15,8
1134,"Grapes, black, Waltham Cross",59,NaN,15,9
1135,"Grapefruit, ruby red segments, canned in juice ",47,NaN,15,7
1136,"Jujubes, dried (Ziziphus jujubu Mill.)",55,NaN,15,8
1137,"Lychee, fresh",57,NaN,15,9
1138,"Lychee, canned in syrup and drained, Narcissus brand",79,NaN,15,12
1139,Mandarin orange (Citrus reticulata),52,NaN,15,8
1140,"Mandarin segments, canned in juice",47,NaN,15,7
1141,"Mango, raw (Chin-Hwang Mango)",48,NaN,15,7
1142,"Mango, low-fat frozen fruit dessert, Frutia™",42,NaN,15,6
1143,Melon (Cucumis melon),60,NaN,15,9
1144,"Watermelon, raw (Citrullus vulgaris-red variety)",55,NaN,15,8
1145,"Watermelon (Citrullus lanatus), raw, red-fleshed, seeded",48,NaN,15,7
1146,"Watermelon (Citrullus lanatus), raw, red-fleshed, seedless",51,NaN,15,8
1147,"Watermelon (Citrullus lanatus), raw, yellow-fleshed, seedless",47,NaN,15,7
1148,"Nectarines, raw",43,NaN,15,6
1149,"Oranges, navel",45,NaN,15,7
1150,"Orange & Grapefruit segments, canned in juice",53,NaN,15,8
1151,"Passionfruit pulp, canned, 55% passionfruit pulp with added sugar ",46,NaN,15,7
1152,"Papaya/paw paw, raw, cut into bite size pieces",38,NaN,15,6
1153,"Papaya/paw paw, raw, puree",42,NaN,15,6
1154,Peach (Prunus persica),76,NaN,15,11
1155,"Peach, canned in natural juice",46,NaN,15,7
1156,"Peach, canned in heavy syrup",64,NaN,15,10
1157,"Peach & Grapes, canned in natural fruit juice ",46,NaN,15,7
1158,"Peach & Pineapple, canned in natural fruit juice",45,NaN,15,7
1159,"Pear, Williams, raw, under ripe/crunchy",24,NaN,15,4
1160,"Pear, Williams, raw, ripe/soft",33,NaN,15,5
1161,"Pear slices, canned in natural juice",31,NaN,15,5
1162,Persimmon (Diospyros kaki),61,NaN,15,9
1163,"Pineapple, raw (Ananas comosa)",82,NaN,15,12
1164,"Pineapple pieces, canned in fruit juice (Woolworths Select, Australia)",43,NaN,15,6
1165,"Pineapple pieces, canned in natural fruit juice",55,NaN,15,8
1166,"Pineapple & Papaya pieces, canned in natural juice ",53,NaN,15,8
1167,"Prunes, pitted ",29,NaN,15,4
1168,"Prunes, pitted, Californian",40,NaN,15,6
1169,Raisins ,49,NaN,15,7
1170,Raisins,55,NaN,15,8
1171,Raisins (Vitis vinifera Linn.),56,NaN,15,8
1172,Raisins,61,NaN,15,9
1173,"Strawberries, fresh, raw",40,NaN,15,6
1174,Sultanas,56,NaN,15,8
1175,Sultanas,51,NaN,15,8
1176,"Fruit Salad canned in fruit juice, containing peach, pear, apricot, pineapple and cherries",54,NaN,15,8
1177,"Mixed fruit, dried",60,NaN,15,9
1178,"Frozen fruit dessert, Vitari, wild berry, non-dairy",59,NaN,15,9
1179,"Apple juice, unsweetened, reconstituted ",39,NaN,15,8
1180,"Apple juice, Granny Smith, unsweetened",44,NaN,15,9
1181,"Apple juice, green apple (100%)",67,NaN,15,13
1182,"Apple juice, pure, clear, unsweetened ",44,NaN,15,9
1183,"Apple juice, pure, cloudy, unsweetened",37,NaN,15,7
1184,"Apple and blackcurrant juice, no added sugar",45,NaN,15,9
1185,"Apple and cherry juice, pure, unsweetened",43,NaN,15,9
1186,"Apple and mandarin juice, pure, unsweetened",47,NaN,15,9
1187,"Apple and mango juice, pure, unsweetened",47,NaN,15,9
1188,"Apple, pineapple and passionfruit juice, unsweetened",48,NaN,15,10
1189,"Carrot juice, freshly made",43,NaN,15,4
1190,Cranberry juice cocktail,52,NaN,15,10
1191,Cranberry juice cocktail,68,NaN,15,14
1192,"Cranberry juice drink, Ocean Spray® ",56,NaN,15,11
1193,"Grape juice, 100%, Daily C ",63,NaN,15,13
1194,Grape Nectar,52,NaN,15,10
1195,Orange juice,41,NaN,15,8
1196,"Orange juice beverage, President's Choice® Blue Menu™ Oh-Mega j ",48,NaN,15,10
1197,"Orange juice, unsweetened, reconstituted concentrate, Mr Juicy brand ",54,NaN,15,11
1198,POM Pomegranate juice,53,NaN,15,11
1199,Prune juice,43,NaN,15,9
1200,"Tomato juice, low sodium, President's Choice® Blue Menu™",23,NaN,15,2
1201,"Tomato juice, canned, no added sugar",38,NaN,15,4
1202,"Watermelon (Citrullus lanatus), raw, red-fleshed, seedless, blended using an automatic juicer to form a juice",51,NaN,15,10
1203,"SuperJuice Greenzone, containing apple, orange and pineapple juice",47,NaN,15,9
1204,"SuperJuice Immune, containing apple juice, pineapple juice and guava puree",47,NaN,15,9
1205,"SuperJuice Kickstart, containing apple juice, blueberry puree and banana puree",39,NaN,15,8
1206,"Apricot 100% Pure Fruit spread, no added sugar",43,NaN,15,6
1207,"Apricot 100% Fruit Spread, Cottees™",50,NaN,15,8
1208,"Apricot fruit spread, reduced sugar",55,NaN,15,8
1209,"Apricot spread, President's Choice® Blue Menu™ Twice the Fruit Apricot spread",56,NaN,15,8
1210,"Fruit spread, with thick apricot",63,NaN,15,9
1211,"Apricot jam, organic apricot, with apple juice",63,NaN,15,9
1212,Apricot jam,69,NaN,15,10
1213,"Berry compote, organic ",44,NaN,15,7
1214,"Blackberry 100% Fruit Spread, Cottees™ brand  ",46,NaN,15,7
1215,"Blueberry fruit spread, wild blueberry",74,NaN,15,11
1216,"Blueberry jam, wild blueberry",63,NaN,15,9
1217,"Blueberry jam, organic blueberry, with apple juice",51,NaN,15,8
1218,"Date spread, Divine",29,NaN,15,4
1219,"Ginger Spread, sucrose-free",10,NaN,15,2
1220,"Ginger marmalade, Original ",50,NaN,15,8
1221,"Orange fruit spread, with thick cut orange",68,NaN,15,10
1222,"Orange jam, organic bitter orange, with apple juice",51,NaN,15,8
1223,"Orange marmalade, bitter orange",55,NaN,15,8
1224,"Orange marmalade, orange 100% Pure Fruit spread, no added sugar ",27,NaN,15,4
1225,Orange marmalade,48,NaN,15,7
1226,"Orange marmalade 100% Fruit Spread, Cottees™",55,NaN,15,8
1227,"Peach/Apricot compote, organic ",47,NaN,15,7
1228,"Raspberry 100% Pure Fruit spread, no added sugar",26,NaN,15,4
1229,"Raspberry 100% Fruit Spread, Cottees™ brand",46,NaN,15,7
1230,Strawberry jam,51,NaN,15,8
1231,"Strawberry 100% Pure Fruit spread, no added sugar ",29,NaN,15,4
1232,"Strawberry100% Fruit Spread, Cottees™ brand \",46,NaN,15,7
1233,"Strawberry & Rhubarb Fruit Spread, President's Choice® Blue Menu™ Twice the Fruit Spread ",69,NaN,15,10
1234,"Breast milk, human, unpasteurized",38,NaN,10,4
1235,"Infasoy™, soy-based, milk-free",55,NaN,10,6
1236,"Karicare from Birth Infant formula, containing 83% lactose, 17% maltodextrins ",30,NaN,10,3
1237,"Karicare DeLact Formula for special medical needs, containing 100% corn syrup solids",67,NaN,10,7
1238,Karicare™ gold starter formula with omega plus LCP oils ,35,NaN,10,4
1239,"Karicare Soy Formula for special medical needs, containing 51% corn syrup solids, 49% maltodextrins ",60,NaN,10,6
1240,Nan-1™ infant formula with iron,30,NaN,10,3
1241,"Novalac Colic Formula for special medical needs, containing maltodextrins, lactose",57,NaN,10,6
1242,"Novalac Reflux Formula for special medical needs, containing lactose, starch",38,NaN,10,4
1243,"Novalac Sweet Dreams Formula for special medical needs, containing maltodextrins, lactose, dextrose, starch",52,NaN,10,5
1244,S-26™ infant formula,36,NaN,10,4
1245,"S-26 Gold Newborn Infant formula, containing 100% lactose",19,NaN,10,2
1246,"S-26 Gold PremGro Formula for special medical needs, containing 76% lactose, 24% corn syrup solids ",26,NaN,10,3
1247,"S-26 Gold Progress Infant formula, containing 100% lactose",34,NaN,10,3
1248,"Karicare Follow On Follow-on formula, containing 86% lactose, 14% maltodextrins",37,NaN,10,4
1249,"S-26 Gold Progress Follow-on formula, containing 100% lactose",23,NaN,10,2
1250,"S-26 Gold Toddler Follow-on formula, containing 86% lactose, 14% maltodextrins ",18,NaN,10,2
1251,"Growing up beverage powder, product 1",66,NaN,10,7
1252,"Growing up beverage powder, product 2",55,NaN,10,6
1253,"Growing up beverage powder, product 3",23,NaN,10,2
1254,"Growing up beverage powder, product 4",51,NaN,10,5
1255,"Growing up beverage powder, product 5",54,NaN,10,5
1256,"Growing up beverage powder, product 6",43,NaN,10,4
1257,"Growing up beverage powder, product 7",68,NaN,10,7
1258,"Apple, apricot and banana cereal, Robinsons First Tastes from 4 months ",56,NaN,10,6
1259,Apple baby food,46,NaN,10,5
1260,"Apple, pear and cinnamon fruit puree, homemade, puree consistency",29,NaN,10,3
1261,"Apple, Pear and Cinnamon fruit puree, Rafferty’s Garden, for ages 4 – 6 months, commercial",44,NaN,10,4
1262,"Chicken and noodles with vegetables, strained, Heinz for Baby from 4 months",67,NaN,10,7
1263,Creamed rice porridge Robinsons First Tastes from 4 months,59,NaN,10,6
1264,"Fruit Muesli, containing wheat germ, rolled oats, apple juice, pear, and orange juice, homemade, porridge with lumps consistency",38,NaN,10,4
1265,"Fruity Muesli, Farex™, ages 7 – 9 months, prepared with water",65,NaN,10,7
1266,"Lentils and vegetable puree, containing red lentils, sweet potato, and carrot, homemade, mashed with lumps consistency",36,NaN,10,4
1267,"Lentils and vegetables puree, commercial, for ages 7 – 9 months, Heinz™ Mum’s Recipe",52,NaN,10,5
1268,"Farex™ baby rice, prepared with water",74,NaN,10,7
1269,"Farex™ baby rice, 7 g cereal with 80 g water",95,NaN,10,10
1270,"Organix™ organic wholegrain baby rice, prepared with water",74,NaN,10,7
1271,"Rice pudding, Robinsons First Tastes from 4 months ",59,NaN,10,6
1272,"Sweetcorn and rice, Heinz for Baby from 4 months ",65,NaN,10,7
1273,"Sweet potato and pumpkin vegetable puree, homemade, puree consistency",61,NaN,10,6
1274,"Pasta and vegetables puree, containing pasta, tomatoes, sweet potato, carrot and onion, homemade, pureed with soft pieces consistency",54,NaN,10,5
1275,"Vegetable Mash, Harvest Veggies with Pasta puree, commercial, for ages 7 – 9 months, Heinz™ Mum’s Recipe",46,NaN,10,5
1276,"Vegetable Mash, Heinz™ Organic Golden commercial, containing pumpkin and sweet potato puree, for aged 4 – 6 months ",43,NaN,10,4
1277,Baked Beans in Cheesy Tomato sauce,44,NaN,15,7
1278,Baked Beans in Barbecue sauce,47,NaN,15,7
1279,Baked Beans in Ham sauce,53,NaN,15,8
1280,Baked Beans in Sweet Chilli sauce,46,NaN,15,7
1281,Baked Beans in Tomato sauce,40,NaN,15,6
1282,"Baked Beans in Tomato sauce, canned, reheated in microwave for 1.5 min",57,NaN,15,9
1283,"Chickpeas, canned, drained, Edgell",35,NaN,15,5
1284,"Chickpeas (Garbanzo beans, Bengal gram), canned, drained, Edgell's™ brand ",38,NaN,15,6
1285,"Chickpeas, dried, roasted (‘chicknuts’)",39,NaN,15,6
1286,"Chickpea Hommus dip, Chris' Traditional brand",22,NaN,15,3
1287,"Hummus (Sabra Classic Hummus; Sabra Dipping Co., S. Chesterfield, VA)",15,NaN,15,2
1288,"Dark Red Kidney beans, canned in brine, drained, Edgell's™ brand ",43,NaN,15,6
1289,"Red Kidney beans, canned, drained, Edgell's™ brand",36,NaN,15,5
1290,"Lentil, Asterix, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft ",10,NaN,15,2
1291,"Lentil, Greenland, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft ",23,NaN,15,3
1292,"Lentil, Imigreen, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft ",14,NaN,15,2
1293,"Lentil, Impower, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft ",17,NaN,15,3
1294,"Lentil, Improve, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",15,NaN,15,2
1295,"Lentil, Redberry, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",13,NaN,15,2
1296,"Lentil, Redbow, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",18,NaN,15,3
1297,"Lentil, Redcliff, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",18,NaN,15,3
1298,"Lentils, brown, canned, drained, Edgell's™ brand",42,NaN,15,6
1299,"Mung bean, fried ",53,NaN,15,8
1300,"Mung bean, germinated ",25,NaN,15,4
1301,"Mung bean, pressure cooked",42,NaN,15,6
1302,"Broad beans, frozen, heated in microwave",63,NaN,15,9
1303,"Butter beans, canned, drained, Edgell's™ brand ",36,NaN,15,5
1304,"Cannellini beans, canned, drained, Edgell's™ brand",31,NaN,15,5
1305,"Four bean mix, canned, drained, Edgell's™ brand",37,NaN,15,6
1306,"Freekeh, Lentils & Beans Superblend Fibre, dried, cooked in boiling water for 15 min",29,NaN,15,4
1307,"Lentils, Quinoa & Beans Superblend Protein, dried, cooked in boiling water for 15 min",36,NaN,15,5
1308,"Refried Pinto beans, Casa Fiesta™ brand, heated in microwave for 1.5 min",38,NaN,15,6
1309,Chocolate weight management bar,29,NaN,20,6
1310,Hazelnut & Apricot bar ,42,NaN,20,8
1311,"L.E.A.N Fibergy™ bar, Harvest Oat",45,NaN,20,9
1312,"L.E.A.N (Life long) Nutribar™, Peanut Crunch",30,NaN,20,6
1313,"L.E.A.N (Life long) Nutribar™, Chocolate Crunch ",32,NaN,20,6
1314,Lemon weight management bar,23,NaN,20,5
1315,Optifast® VLCD™ Berry Crunch Flavor Bar,25,NaN,20,5
1316,Optifast® VLCD™ Cappuccino Flavor Bar,29,NaN,20,6
1317,Optifast® VLCD™ Cereal with Cranberry Bar,30,NaN,20,6
1318,Optifast® VLCD™ Chocolate Bar,20,NaN,20,4
1319,Optifast® VLCD™ Chocolate Dessert,27,NaN,20,5
1320,Optifast® VLCD™ Lemon Crème Dessert,27,NaN,20,5
1321,Peanut Butter weight management bar,22,NaN,20,4
1322,Protein Meal Replacement Cookies ,43,NaN,20,9
1323,"SlimFast® bar, chocolate caramel meal replacement bar ",54,NaN,20,11
1324,"SlimFast® bar, chocolate meal replacement bar ",27,NaN,20,5
1325,"SlimFast® bar, Chocolate Muesli snack bar",49,NaN,20,10
1326,"Aussie Bodies Trim Protein Shake, Chocolate flavored",39,NaN,20,8
1327,"Aussie Bodies Trim Protein Shake, French Vanilla flavored",41,NaN,20,8
1328,Formula 1 Healthy Meal Nutritional Shake Mix: Doce de leite,22,NaN,20,4
1329,Formula 1 Healthy Meal Nutritional Shake Mix: Caramel Apple,15,NaN,20,3
1330,Formula 1 Healthy Meal Nutritional Shake Mix: Pralines & Cream,15,NaN,20,3
1331,Formula 1 Healthy Meal Nutritional Shake Mix: Cookies and Cream (1 serve) + Protein Drink Mix: Vanilla (1/2 serve) + Prolessa Duo (1 serve) ,29,NaN,20,6
1332,Formula 1 Healthy Meal Nutritional Shake Mix: Cookies and Cream (1 serve) + Protein Drink Mix: Vanilla (1 serve) + Prolessa Duo (1 serve),29,NaN,20,6
1333,Formula 1 Healthy Meal Nutritional Shake Mix: French Vanilla (1 serve) + Protein Drink Mix: Vanilla (1/2 serve) + Prolessa Duo (1 serve),32,NaN,20,6
1334,Formula 1 Healthy Meal Nutritional Shake Mix: French Vanilla (1 serve) + Protein Drink Mix: Vanilla (1 serve) + Prolessa Duo (1 serve),29,NaN,20,6
1335,"Formula 1 Nutritional Shake Mix: Berry, prepared with water",21,NaN,20,4
1336,"Formula 1 Nutritional Shake Mix: Cookies n’ Cream, prepared with water",15,NaN,20,3
1337,"Formula 1 Nutritional Shake Mix: Dutch Chocolate, prepared with water",19,NaN,20,4
1338,"Formula 1 Nutritional Shake Mix: French Vanilla, prepared with water",20,NaN,20,4
1339,Fruit & Vegetable cereal powder A ,35,NaN,20,7
1340,"Fruit & Vegetable cereal powder B (The Fast Diet A, Ebany Biomedical Technology, Beijing, China)",47,NaN,20,9
1341,Herbalife24 Achieve Protein Bar: Dark Chocolate Brownie,49,NaN,20,10
1342,Herbalife24 Achieve Protein Bar: Chocolate Chip Cookie Dough,42,NaN,20,8
1343,"Isowhey Complete Double Chocolate meal replacement beverage powder, prepared with water",23,NaN,20,5
1344,"Isowhey Complete Strawberries & Cream meal replacement beverage powder, prepared with water",30,NaN,20,6
1345,"Isowhey Complete French Vanilla meal replacement beverage powder, prepared with water ",30,NaN,20,6
1346,"Juice Plus+® Complete meal replacement powder, Dutch chocolate flavor",35,NaN,20,7
1347,"Juice Plus+® Complete meal replacement powder, French vanilla flavor",32,NaN,20,6
1348,"Meal Shake Solid Beverage, Lychee Rose",44,NaN,20,9
1349,"Nongfu Spring Meal Replacement, low GI",27,NaN,20,5
1350,"Nutrimeal™, drink powder, Dutch Chocolate ",26,NaN,20,5
1351,"Nutrimeal™, meal replacement drink, all flavors, prepared with water",20,NaN,20,4
1352,"Nutrimeal™ Free Vanilla vegan meal replacement beverage powder, prepared with water",49,NaN,20,10
1353,"Optifast® VLCD™ Shake, Banana, prepared with water",24,NaN,20,5
1354,"Optifast® VLCD™ Shake, Caramel, prepared with water",34,NaN,20,7
1355,"Optifast® VLCD™ Shake, Chocolate, prepared with water",31,NaN,20,6
1356,"Optifast® VLCD™ Shake, Coffee, prepared with water",31,NaN,20,6
1357,"Optifast® VLCD™ Shake, Strawberry, prepared with water",27,NaN,20,5
1358,"Optifast® VLCD™ Shake, Vanilla, prepared with water",27,NaN,20,5
1359,"Provide™ nutritious beverage powder, prepared with water",28,NaN,20,6
1360,"SICCON D2™ nutritious beverage powder, prepared with water ",28,NaN,20,6
1361,"SlimFast® beverage, French Vanilla ready-to-drink shake",37,NaN,20,7
1362,"SlimFast® beverage, Strawberry Supreme ready-to-drink shake",33,NaN,20,7
1363,"Tony Ferguson's Meal Replacement Shake, all flavors, prepared with water",22,NaN,20,4
1364,"Optifast® VLCD™ Soup, Chicken, prepared with water",31,NaN,20,6
1365,"Optifast® VLCD™ Soup, Tomato, prepared with water",25,NaN,20,5
1366,"Optifast® VLCD™ Soup, Vegetable, prepared with water",24,NaN,20,5
1367,"SlimFast®, Garden vegetable soup with peppers and croutons, prepared with water",20,NaN,20,4
1368,Diasip ready-to-drink ,34,NaN,30,10
1369,"Diasip, ready-to-drink",33,NaN,30,10
1370,"Diasip, ready-to-drink",28,NaN,30,8
1371,"Ensure™, vanilla ",50,NaN,30,15
1372,"Ensure™, vanilla",48,NaN,30,14
1373,"Ensure™ bar, chocolate fudge brownie",43,NaN,30,13
1374,"Ensure™ Hospital, nutritional supplement powder, prepared with water",51,NaN,30,15
1375,"Ensure Plus™, vanilla",40,NaN,30,12
1376,"Ensure Pudding™, old fashioned vanilla",36,NaN,30,11
1377,"GluCare Gold beverage powder, prepared with water",48,NaN,30,14
1378,Glucerna Chocolate Graham nutritional supplement bar ,20,NaN,30,6
1379,"Glucerna, diabetes-specific enteral formula",15,NaN,30,5
1380,"Glucerna™, vanilla flavor",19,NaN,30,6
1381,"Glucerna™, vanilla flavor ",20,NaN,30,6
1382,"Glucerna Nutritional Drink, Vanilla Flavor",23,NaN,30,7
1383,"Glucerna™, vanilla (Abbott Laboratories Inc., USA)",31,NaN,30,9
1384,"Glucerna Select, enteral nutritional supplement",16,NaN,30,5
1385,"Glucerna SR, diabetes-specific enteral formula",23,NaN,30,7
1386,"High protein, high fiber nutritional supplement (flavor 1) mixed in water",27,NaN,30,8
1387,"High protein, high fiber nutritional supplement (flavor 2) mixed in water",37,NaN,30,11
1388,"HINEX Diabetes Care Vanilla powder, prepared with water",36,NaN,30,11
1389,Inslow™,25,NaN,30,8
1390,"Isocal, ready-to-drink ",79,NaN,30,24
1391,"Isocal, ready-to-drink",82,NaN,30,25
1392,"Isocal, ready-to-drink",85,NaN,30,26
1393,Jevity™,48,NaN,30,14
1394,"Jevity™ HiCal, enteral nutritional supplement",59,NaN,30,18
1395,"Lactona Dia-? beverage powder, prepared with water",27,NaN,30,8
